SQ_CANDIDATO,NM_URNA_CANDIDATO,DS_CARGO,SG_PARTIDO,DS_GENERO,DS_GRAU_INSTRUCAO,patrimonio_total,qtd_bens,tipo_principal
40002542950,ANDRÉA ABRANTES,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002541597,ROSA DAS COMUNIDADES,DEPUTADO ESTADUAL,PODE,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002554168,MARIA GUIMARÃES,DEPUTADO ESTADUAL,PT,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536906,JOANA TRAVASSOS,DEPUTADO ESTADUAL,NOVO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536908,ANDRESSA BRASIL,DEPUTADO ESTADUAL,NOVO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536909,LÚCIA TAVARES,DEPUTADO ESTADUAL,NOVO,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002552158,MÔNICA ALVES DE SOUZA MOTA,DEPUTADO ESTADUAL,NOVO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002542677,WALZENIR FALCÃO,DEPUTADO FEDERAL,UNIÃO,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.0,0,Nenhum bem declarado
40002541588,HERMANO JUNIOR,DEPUTADO FEDERAL,PODE,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002535391,DAILSON CORRÊA,SENADOR,DC,MASCULINO,LÊ E ESCREVE,0.0,0,Nenhum bem declarado
40002551310,JANAÍNA ANJOS,DEPUTADO ESTADUAL,PSOL,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002541624,CHRISTIANE MELCHIOR,DEPUTADO FEDERAL,PSB,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541604,PR. ABEL PEDRAÇA,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551306,GILMARA GUIMARÃES,DEPUTADO ESTADUAL,PSOL,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002546996,SORAIA SOARES,DEPUTADO ESTADUAL,PDT,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536085,ELPÍDIO DOS POVOS MURA,DEPUTADO FEDERAL,DC,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002534385,JAZIEL RIBEIRO - O RESOLVE!,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002540478,JEAN BATISTA,DEPUTADO FEDERAL,PL,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002535273,ALEXANDRE SOLORZANO,DEPUTADO FEDERAL,PSTU,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002536448,LAYON NUNES,DEPUTADO FEDERAL,NOVO,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002549904,KEYLLA MARINHO,DEPUTADO FEDERAL,SOLIDARIEDADE,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002551010,LUIZ ANDRADE,DEPUTADO FEDERAL,REDE,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002539045,EDUARDO THEO,DEPUTADO FEDERAL,MISSÃO,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002551006,PATRÍCIA BARROSO,DEPUTADO FEDERAL,REDE,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,0.0,0,Nenhum bem declarado
40002549901,ALEXANDRE DA CARBRÁS,DEPUTADO FEDERAL,SOLIDARIEDADE,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002534373,DR. RAFAEL BENOLIEL,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002534371,DR HENRIQUE VASCONCELOS,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002534384,LUCIANA MELO,DEPUTADO ESTADUAL,REPUBLICANOS,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002541612,ROSI MATOS,DEPUTADO ESTADUAL,PODE,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002541583,VANETE CARVALHO,DEPUTADO FEDERAL,PODE,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002551278,RENAN ROTONDANO,1º SUPLENTE,PSOL,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002536900,CLENDA ALMEIDA,DEPUTADO ESTADUAL,NOVO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002542682,ANISIO JUNIOR,DEPUTADO ESTADUAL,PSB,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002546991,VICTOR LABORDA,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002532770,LOREN,DEPUTADO ESTADUAL,PSD,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002539050,WICK RYAN,DEPUTADO FEDERAL,MISSÃO,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002546979,MANUEL SILVA,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002542683,EDSON KAMBEBA,DEPUTADO ESTADUAL,PSB,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002545605,PROF. GREICE ANNE,DEPUTADO ESTADUAL,PCDOB,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002532773,RENATO MURA,DEPUTADO ESTADUAL,PSD,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002532783,SIDNEY SOUZA,DEPUTADO ESTADUAL,PSD,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536893,NETO ASSAYAG,DEPUTADO ESTADUAL,NOVO,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002542967,FABRICIO MAR,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO MÉDIO INCOMPLETO,0.0,0,Nenhum bem declarado
40002551280,LAYNARA PRESTES,1º SUPLENTE,REDE,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002535267,GILBERTO VASCONCELOS,GOVERNADOR,PSTU,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541591,PROFESSOR AMILTON GADELHA,DEPUTADO FEDERAL,PODE,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551004,ÁLEX SOUSA,DEPUTADO FEDERAL,PSOL,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002542656,RONILDO SOUZA,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002541751,BEATRIZ FERNANDES,DEPUTADO ESTADUAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541600,DRA. ENF. KATIA VENTURA,DEPUTADO ESTADUAL,PODE,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541594,ERALDO CB,DEPUTADO ESTADUAL,PODE,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536903,ASTRID AMAZONAS,DEPUTADO ESTADUAL,NOVO,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002536902,NETE MOTA,DEPUTADO ESTADUAL,NOVO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536495,FÁBIO DUARTE FILHO DO BAIRRO,DEPUTADO ESTADUAL,AGIR,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.0,0,Nenhum bem declarado
40002542664,DIEGO LARANJEIRA,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551282,ANDRÉ MONTEIRO,2º SUPLENTE,REDE,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002539051,JOTA BRANDÃO,DEPUTADO FEDERAL,MISSÃO,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.0,0,Nenhum bem declarado
40002554165,ADRIANA XAVIER,DEPUTADO FEDERAL,PT,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002536451,RICHARD STONE,DEPUTADO FEDERAL,NOVO,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002542970,PAULO BARDALES,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002546986,FABÍOLA MARQUES,DEPUTADO ESTADUAL,PDT,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002549858,DR. ISRAEL TUYUKA,DEPUTADO FEDERAL,PDT,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002539043,ELIABE CAMPOS,DEPUTADO FEDERAL,MISSÃO,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536082,PROFESSOR ROQUE LANE,DEPUTADO FEDERAL,DC,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002534375,PRISSILA MELO,DEPUTADO ESTADUAL,REPUBLICANOS,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541618,MESTRE ESTELIO GABINO,DEPUTADO FEDERAL,PSB,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002532781,LIONS BRUCE,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541623,RONALDINHO SHOW,DEPUTADO FEDERAL,PSB,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002547002,ANGELA SANTOS,DEPUTADO ESTADUAL,PDT,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002543333,VAL LIMA,DEPUTADO ESTADUAL,PSB,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002539044,MATEUS DO TI,DEPUTADO FEDERAL,MISSÃO,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002542668,ANDERSON SANTOS,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541608,PROFESSORA EDITH FALCÃO,DEPUTADO ESTADUAL,PODE,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541611,NAZARE PEREIRA,DEPUTADO ESTADUAL,PODE,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002542956,LÉIA FERNANDES,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002542951,SÉRGIO KRUKE,DEPUTADO ESTADUAL,PL,MASCULINO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002551316,MAURO COELHO,DEPUTADO ESTADUAL,PSOL,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002550775,LEO BALBI,VICE-GOVERNADOR,PSOL,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002554183,DEDEIA MEDEIROS,DEPUTADO ESTADUAL,UNIÃO,FEMININO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002535271,ANTONIO NETO,1º SUPLENTE,PSTU,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002541598,DR. MARCELO KLINGER,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002553973,MICHELLA SANTOS,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002549855,EVALDO VASCONCELOS,DEPUTADO FEDERAL,PDT,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002546999,MAZINHO DA ECOBARREIRA,DEPUTADO ESTADUAL,PDT,MASCULINO,ENSINO MÉDIO INCOMPLETO,0.0,0,Nenhum bem declarado
40002549857,RENATA KOKAMA,DEPUTADO FEDERAL,PDT,FEMININO,LÊ E ESCREVE,0.0,0,Nenhum bem declarado
40002532784,DELEGADA JOYCE COELHO,DEPUTADO ESTADUAL,PSD,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002532774,ALMIR INACIO,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002549905,LENE SOUZA,DEPUTADO FEDERAL,SOLIDARIEDADE,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002540486,DRA. PATRICIA SICCHAR,DEPUTADO FEDERAL,PL,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002542960,RAYANA PINHO DO BAZAR,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551315,SENHOR LUIZ AGRICULTOR,DEPUTADO ESTADUAL,PSOL,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,0.0,0,Nenhum bem declarado
40002536452,MARIA GATO,DEPUTADO FEDERAL,NOVO,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002549903,KAROLA PRO VIDA,DEPUTADO FEDERAL,SOLIDARIEDADE,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551317,JEAN PAZ,DEPUTADO ESTADUAL,PSOL,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002551003,NATALIA,DEPUTADO FEDERAL,PSOL,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002536901,ORCHARLINGHTON JATI,DEPUTADO ESTADUAL,NOVO,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536473,RIZANNIO TOYA,DEPUTADO ESTADUAL,AGIR,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002536494,ESTER DO PIORINI,DEPUTADO ESTADUAL,AGIR,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002551307,ROMANO,DEPUTADO ESTADUAL,REDE,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
40002545604,JÉSSICA VALOIS,DEPUTADO ESTADUAL,PT,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002546983,CIMARA CAVALCANTE,DEPUTADO ESTADUAL,PDT,FEMININO,SUPERIOR COMPLETO,0.0,0,Nenhum bem declarado
40002542959,ANDREA RAMOS,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR INCOMPLETO,0.0,0,Nenhum bem declarado
40002551279,JANDER MUNIZ,2º SUPLENTE,PSOL,MASCULINO,ENSINO MÉDIO COMPLETO,0.0,0,Nenhum bem declarado
