SQ_CANDIDATO,NM_URNA_CANDIDATO,DS_CARGO,SG_PARTIDO,DS_GENERO,DS_GRAU_INSTRUCAO,patrimonio_total,qtd_bens,tipo_principal
40002541626,PROFESSORA MARIA DO CARMO,GOVERNADOR,PL,FEMININO,SUPERIOR COMPLETO,118473769.48,27,Outras participações societárias
40002531447,EDUARDO BRAGA,SENADOR,MDB,MASCULINO,SUPERIOR COMPLETO,60278559.1,81,"Aplicação de renda fixa (CDB, RDB e outros)"
40002542688,ALESSANDRO TONIZA,1º SUPLENTE,PL,MASCULINO,SUPERIOR COMPLETO,23440559.98,44,Outras aplicações e Investimentos
40002532780,DR SANDOVAL CHEIRO DO POVO,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,23246824.33,17,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002541745,ADJUTO AFONSO,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,10543969.52,27,"Aplicação de renda fixa (CDB, RDB e outros)"
40002542954,MANOEL CUNHA,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,8268301.98,5,Prédio comercial
40002532744,SERGIO NUNES,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,8154000.0,2,Terreno
40002532749,SIMÃO PEIXOTO,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR INCOMPLETO,7205806.14,11,Casa
40002531448,SANDRA BRAGA,1º SUPLENTE,MDB,FEMININO,SUPERIOR COMPLETO,6435906.76,17,"Aplicação de renda fixa (CDB, RDB e outros)"
40002536433,CORONEL MENEZES,DEPUTADO FEDERAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,5131698.2299999995,10,"Aplicação de renda fixa (CDB, RDB e outros)"
40002532791,ROZENHA,DEPUTADO ESTADUAL,PSD,MASCULINO,ENSINO MÉDIO COMPLETO,4865378.82,15,OUTROS BENS E DIREITOS
40002541741,ROBERTO CIDADE,GOVERNADOR,UNIÃO,MASCULINO,SUPERIOR COMPLETO,4285400.8,12,Terreno
40002540481,ALFREDO NASCIMENTO,DEPUTADO FEDERAL,PL,MASCULINO,SUPERIOR COMPLETO,4190447.38,13,Outras aplicações e Investimentos
40002536488,TONY MEDEIROS,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,4045908.68,11,Terreno
40002537346,JOÃO ROBERTO,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,3828095.0,6,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002534877,CAILA CARIM,DEPUTADO FEDERAL,MDB,FEMININO,ENSINO MÉDIO COMPLETO,3800000.0,2,Quotas ou quinhões de capital
40002542966,LUCIANA FRANÇA,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,3720895.63,12,"Aplicação de renda fixa (CDB, RDB e outros)"
40002531440,JESUS ALVES,DEPUTADO FEDERAL,MDB,MASCULINO,SUPERIOR COMPLETO,3708000.0,5,Quotas ou quinhões de capital
40002541613,PAULO PP,DEPUTADO ESTADUAL,PODE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,3546644.12,17,Quotas ou quinhões de capital
40002537344,PLINIO VALÉRIO,SENADOR,PSDB,MASCULINO,SUPERIOR COMPLETO,3527132.51,23,Terreno
40002542657,VIVIAN AMORIM,DEPUTADO ESTADUAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,3442024.56,9,"Aplicação de renda fixa (CDB, RDB e outros)"
40002542670,FAUSTO JR,DEPUTADO FEDERAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,3400000.0,4,Quotas ou quinhões de capital
40002541593,FELIPE SOUZA,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,3393364.95,16,"Aplicação de renda fixa (CDB, RDB e outros)"
40002533210,MASSAMI MIKI,DEPUTADO FEDERAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,3391527.65,18,"Aplicação de renda fixa (CDB, RDB e outros)"
40002532735,CORONEL WILSON MARQUES,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,3287000.0,3,Casa
40002532763,ATILA LINS,DEPUTADO FEDERAL,PSD,MASCULINO,SUPERIOR COMPLETO,3194270.92,8,Apartamento
40002542662,CEARAZIN SEMISERA,DEPUTADO ESTADUAL,PP,MASCULINO,SUPERIOR COMPLETO,3171252.48,6,Depósito bancário em conta corrente no País
40002542674,TADEU DE SOUZA,DEPUTADO FEDERAL,PP,MASCULINO,SUPERIOR COMPLETO,3099441.34,26,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado"
40002534377,RODRIGO GUEDES,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,3091617.64,17,Outras aplicações e Investimentos
40002542663,PROFESSORA JACQUELINE,DEPUTADO ESTADUAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,3027257.71,13,Outras aplicações e Investimentos
40002541616,YOMARA LINS,DEPUTADO ESTADUAL,PODE,FEMININO,SUPERIOR COMPLETO,3012978.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002541747,WANDERLEY MONTEIRO,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,2926172.37,5,Casa
40002546984,HUDSON JORGE,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR COMPLETO,2883000.0,11,Outros bens imóveis
40002532789,DELEGADO  AYSLAN MARQUES,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,2871742.85,21,Casa
40002532762,PAUDERNEY,DEPUTADO FEDERAL,PSD,MASCULINO,SUPERIOR COMPLETO,2860407.1300000004,22,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002531446,MIGUEL BIANGO,2º SUPLENTE,MDB,MASCULINO,SUPERIOR COMPLETO,2638383.0,27,Ações (inclusive as provenientes de linha telefônica)
40002542671,PROFESSORA THEREZINHA RUIZ,DEPUTADO FEDERAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,2469000.0,10,Apartamento
40002542653,RODRIGO SÁ,DEPUTADO ESTADUAL,PP,MASCULINO,SUPERIOR COMPLETO,2436476.2,11,Depósito bancário em conta corrente no País
40002532767,WILKER BARRETO,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,2404011.5500000003,14,Depósito bancário em conta corrente no País
40002532734,CRISTIANO DANGELO,DEPUTADO ESTADUAL,MDB,MASCULINO,ENSINO MÉDIO COMPLETO,2363917.36,13,Terreno
40002545595,DELEGADO TAYAH,DEPUTADO FEDERAL,PT,MASCULINO,SUPERIOR COMPLETO,2269704.33,8,Apartamento
40002542659,FREDERICO JUNIOR,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,LÊ E ESCREVE,2253137.38,6,Casa
40002540480,SARGENTO SALAZAR,DEPUTADO FEDERAL,PL,MASCULINO,SUPERIOR COMPLETO,2206000.0,6,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002536496,MARCELO PALHANO,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,2203258.11,9,Aeronave
40002532272,OMAR AZIZ,GOVERNADOR,PSD,MASCULINO,SUPERIOR COMPLETO,2070608.0,5,Outras aplicações e Investimentos
40002531445,ADAIL FILHO,DEPUTADO FEDERAL,MDB,MASCULINO,SUPERIOR COMPLETO,2037584.07,5,"Aplicação de renda fixa (CDB, RDB e outros)"
40002536474,MACKI SOARES,DEPUTADO ESTADUAL,AGIR,MASCULINO,ENSINO MÉDIO COMPLETO,2000000.0,1,Quotas ou quinhões de capital
40002541749,DR. GEORGE LINS,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,1993656.8599999999,10,Depósito bancário em conta corrente no País
40002542968,CABO MACIEL,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO MÉDIO COMPLETO,1948505.65,8,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002546980,OTACÍLIO NEGREIROS,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR COMPLETO,1926491.27,13,Outros bens imóveis
40002545612,PROFESSOR SINÉSIO,DEPUTADO ESTADUAL,PT,MASCULINO,SUPERIOR COMPLETO,1854564.6099999999,8,Terreno
40002537347,DELEGADO PAULO MAVIGNIER,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,1850509.4700000002,7,Outros bens móveis
40002542965,DELEGADO PÉRICLES,DEPUTADO ESTADUAL,PL,MASCULINO,SUPERIOR COMPLETO,1843760.13,11,"Aplicação de renda fixa (CDB, RDB e outros)"
40002540485,DELEGADO COSTA E SILVA,DEPUTADO FEDERAL,PL,MASCULINO,SUPERIOR COMPLETO,1812055.0,7,"Aplicação de renda fixa (CDB, RDB e outros)"
40002534382,COMANDANTE DAN,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,1810346.62,4,Apartamento
40002542953,SIPA GENTE DA GENTE,DEPUTADO ESTADUAL,PL,MASCULINO,SUPERIOR COMPLETO,1785000.0,7,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002545608,ROMILDO PIMENTEL,DEPUTADO ESTADUAL,PT,MASCULINO,ENSINO MÉDIO COMPLETO,1750000.0,2,Apartamento
40002533204,HISSA ABRAHÃO,DEPUTADO FEDERAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,1732682.75,5,Apartamento
40002536434,RADYR JUNIOR,DEPUTADO FEDERAL,AVANTE,MASCULINO,SUPERIOR INCOMPLETO,1718000.0,5,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002537618,JUNIOR MAR,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,1707000.0,4,Casa
40002536438,DRA. EUNICE NASCIMENTO,DEPUTADO FEDERAL,AVANTE,FEMININO,SUPERIOR COMPLETO,1675856.25,11,"Aplicação de renda fixa (CDB, RDB e outros)"
40002541622,MELYSSA GEBER,DEPUTADO FEDERAL,PSB,FEMININO,SUPERIOR COMPLETO,1670000.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002551311,DANIELLE BARÉ,DEPUTADO ESTADUAL,REDE,FEMININO,SUPERIOR COMPLETO,1657000.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002550776,ISAEL MUNDURUKU,GOVERNADOR,REDE,MASCULINO,SUPERIOR COMPLETO,1657000.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002532750,JAIR SOUTO,DEPUTADO ESTADUAL,MDB,MASCULINO,ENSINO MÉDIO COMPLETO,1614067.13,12,Terreno
40002537628,GIVANCIR OLIVEIRA,DEPUTADO ESTADUAL,AVANTE,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,1610000.0,2,Casa
40002545613,ZÉ RICARDO,DEPUTADO ESTADUAL,PT,MASCULINO,SUPERIOR COMPLETO,1543595.0,13,Apartamento
40002541742,LUÍS MÁRIO BONATES,1º SUPLENTE,UNIÃO,MASCULINO,SUPERIOR COMPLETO,1516270.63,9,Depósito bancário em conta corrente no País
40002540483,DELEGADO PABLO,DEPUTADO FEDERAL,PL,MASCULINO,SUPERIOR COMPLETO,1515524.03,37,Outras aplicações e Investimentos
40002536482,PHELIPPE SIDI,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,1514424.72,7,Quotas ou quinhões de capital
40002537620,KATY FEITOZA,DEPUTADO ESTADUAL,AVANTE,FEMININO,SUPERIOR COMPLETO,1500709.0,3,Outras aplicações e Investimentos
40002536481,JOÃO PAULO JANJÃO,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,1500000.0,1,Quotas ou quinhões de capital
40002546993,REI NALDO,DEPUTADO ESTADUAL,PDT,MASCULINO,ENSINO MÉDIO COMPLETO,1500000.0,2,Outros bens imóveis
40002532768,MÁRCIA REGINA,DEPUTADO ESTADUAL,PSD,FEMININO,SUPERIOR COMPLETO,1499554.41,13,Dinheiro em espécie - moeda nacional
40002542963,VANGELA FREITAS,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,1480000.0,2,Casa
40002541746,ALDENOR LIMA,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,1479773.14,13,Depósito bancário em conta corrente no País
40002532271,ALESSANDRA CAMPELO,VICE-GOVERNADOR,PSD,FEMININO,SUPERIOR COMPLETO,1443073.26,6,Casa
40002536086,DAVID ALMEIDA,GOVERNADOR,AVANTE,MASCULINO,SUPERIOR COMPLETO,1432848.4,6,Apartamento
40002542661,CARLINHOS BESSA,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,1397132.48,8,Depósito bancário em conta corrente no País
40002532751,DAVID BEMERGUY,DEPUTADO ESTADUAL,MDB,MASCULINO,ENSINO MÉDIO COMPLETO,1376625.56,4,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002537615,EDUARDO ALFAIA,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,1375295.43,4,Casa
40002542969,ADRIANE MAGALHÃES,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,1373000.0,6,Terreno
40002542658,SILVYANE CASTRO,DEPUTADO ESTADUAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,1363732.3,3,Apartamento
40002536479,DR. JOÃO FERNANDES,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,1349124.7,8,Quotas ou quinhões de capital
40002536486,JENDER LOBATO,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,1346735.29,6,Depósito bancário em conta corrente no País
40002532737,KENNEDY MARQUES PROTETOR,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,1286000.0,7,Terreno
40002539049,EDGAR OLIVEIRA,DEPUTADO FEDERAL,MISSÃO,MASCULINO,SUPERIOR COMPLETO,1242000.0,5,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002554164,WANDO FONTELES,DEPUTADO ESTADUAL,NOVO,MASCULINO,SUPERIOR COMPLETO,1200000.0,3,Apartamento
40002541602,DR. FELIX E BANCADA ATIVISTA,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,1155369.39,6,Sala ou conjunto
40002540484,CORONEL ROSSES,DEPUTADO FEDERAL,PL,MASCULINO,SUPERIOR COMPLETO,1106430.0,9,Terreno
40002535389,ISAÍAS AMAZONAS,1º SUPLENTE,DC,MASCULINO,SUPERIOR COMPLETO,1100000.0,2,Quotas ou quinhões de capital
40002537626,DRA ALCINETE,DEPUTADO ESTADUAL,AVANTE,FEMININO,SUPERIOR COMPLETO,1064756.54,8,Casa
40002547001,LUIZ CASTRO,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR COMPLETO,983111.6,12,Outros bens imóveis
40002536087,DRA. SHÁDIA,VICE-GOVERNADOR,AVANTE,FEMININO,SUPERIOR COMPLETO,977563.8,5,Quotas ou quinhões de capital
40002541606,CORONEL BONATES,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,975783.57,6,"Aplicação de renda fixa (CDB, RDB e outros)"
40002532736,THIAGO ABRAHIM,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,950008.44,2,Apartamento
40002532771,EURICO TAVARES,DEPUTADO ESTADUAL,PSD,MASCULINO,ENSINO MÉDIO COMPLETO,915862.24,6,Consórcio não contemplado
40002531444,BETH DOCINHO,DEPUTADO FEDERAL,MDB,FEMININO,SUPERIOR COMPLETO,913095.4,16,Caderneta de poupança
40002542667,MÁRIO CÉSAR FILHO,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,891745.8200000001,4,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002532747,ELIZABETH OLIVEIRA,DEPUTADO ESTADUAL,MDB,FEMININO,SUPERIOR COMPLETO,885000.0,3,Caderneta de poupança
40002535266,JULIANA FROTA,VICE-GOVERNADOR,PSTU,FEMININO,SUPERIOR COMPLETO,854138.24,6,Apartamento
40002536476,DANIEL LIMA,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,843806.4400000001,4,Caderneta de poupança
40002536491,O KEITTON,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,840407.14,8,Depósito bancário em conta corrente no País
40002541743,BABÁ TUPINAMBÁ,2º SUPLENTE,PP,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,811631.13,6,Quotas ou quinhões de capital
40002536447,SORAYA COHEN,DEPUTADO FEDERAL,NOVO,FEMININO,SUPERIOR COMPLETO,800000.0,1,Casa
40002537621,JUNIOR VELOSO,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR INCOMPLETO,788937.25,4,Terreno
40002541617,LOIRA DO SALGADO,DEPUTADO FEDERAL,PSB,FEMININO,ENSINO MÉDIO COMPLETO,782317.0,8,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002532753,FELIPE LOBO,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,768565.47,4,Quotas ou quinhões de capital
40002541610,GLENIO SEIXAS,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR INCOMPLETO,763084.0,4,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002553901,NÍSSIA AGUIAR,DEPUTADO ESTADUAL,PL,FEMININO,SUPERIOR COMPLETO,750000.0,1,Casa
40002536432,DRA ARYEL ALMEIDA,DEPUTADO FEDERAL,AVANTE,FEMININO,SUPERIOR COMPLETO,740812.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002541607,MARCIO BRAGA MANINHO,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,719000.0,2,Apartamento
40002546982,MARCOS CAVALCANTE,DEPUTADO ESTADUAL,PDT,MASCULINO,SUPERIOR COMPLETO,712000.0,2,Casa
40002532745,ANDERSON ALMADA,DEPUTADO ESTADUAL,MDB,MASCULINO,ENSINO MÉDIO COMPLETO,700000.0,3,Casa
40002536912,ZÉ REAL,DEPUTADO ESTADUAL,NOVO,MASCULINO,SUPERIOR INCOMPLETO,700000.0,2,Casa
40002542686,CAPITÃO ALBERTO NETO,SENADOR,PL,MASCULINO,SUPERIOR COMPLETO,655440.85,8,Outras aplicações e Investimentos
40002545593,LUIZ BORGES,DEPUTADO FEDERAL,PT,MASCULINO,SUPERIOR COMPLETO,655000.0,4,Casa
40002534387,DRA. JOSEPHA ABREU,DEPUTADO ESTADUAL,REPUBLICANOS,FEMININO,SUPERIOR COMPLETO,653755.44,7,Apartamento
40002531442,ARTHUR NETO,DEPUTADO FEDERAL,MDB,MASCULINO,SUPERIOR COMPLETO,648676.96,3,Apartamento
40002537345,PROFESSORA JUDITE,2º SUPLENTE,PSDB,FEMININO,SUPERIOR COMPLETO,635956.26,7,Outros fundos
40002546990,AMANDA MOTOTÁXI,DEPUTADO ESTADUAL,PDT,FEMININO,ENSINO MÉDIO COMPLETO,635000.0,4,Outros bens imóveis
40002537623,ELAN ALENCAR,DEPUTADO ESTADUAL,AVANTE,MASCULINO,ENSINO MÉDIO COMPLETO,620000.0,2,Casa
40002542655,MARCELLUS CAMPÊLO,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,607990.0,2,Quotas ou quinhões de capital
40002536435,JOELSON SILVA,DEPUTADO FEDERAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,602981.69,5,Casa
40002532769,CAPITÃO ISAÍAS,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,600000.0,1,Casa
40002536490,JOANA DANTAS,DEPUTADO ESTADUAL,AGIR,FEMININO,ENSINO MÉDIO COMPLETO,600000.0,2,Casa
40002532775,BOSCO SARAIVA,DEPUTADO ESTADUAL,PSD,MASCULINO,SUPERIOR COMPLETO,599329.2999999999,7,OUTROS BENS E DIREITOS
40002541744,WILSON LIMA,SENADOR,UNIÃO,MASCULINO,SUPERIOR COMPLETO,597210.85,4,Apartamento
40002532779,LEILANE OLIVEIRA,DEPUTADO ESTADUAL,PSD,FEMININO,ENSINO MÉDIO COMPLETO,585000.0,3,Apartamento
40002542666,DR. GOMES,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,554943.25,4,Apartamento
40002537627,ABDALA FRAXE,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,554165.18,2,Casa
40002536436,PROFESSOR DALMIR SALAZAR,DEPUTADO FEDERAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,550000.0,2,Casa
40002545602,HERBERT AMAZONAS,DEPUTADO ESTADUAL,PT,MASCULINO,ENSINO MÉDIO COMPLETO,549800.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002541599,CORONEL VINICIUS ALMEIDA,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,544915.08,19,OUTROS BENS E DIREITOS
40002536077,DENISON VILAR DA SAÚDE,DEPUTADO FEDERAL,DC,MASCULINO,SUPERIOR COMPLETO,544831.51,3,Casa
40002542669,MARCEL ALEXANDRE,DEPUTADO ESTADUAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,527224.74,6,Caderneta de poupança
40002536907,JUNIO LIMA,DEPUTADO ESTADUAL,NOVO,MASCULINO,SUPERIOR COMPLETO,515000.0,4,Terreno
40002536454,EFIGÊNIO CARVALHO,DEPUTADO FEDERAL,NOVO,MASCULINO,SUPERIOR COMPLETO,515000.0,2,Outros bens móveis
40002541615,JOÃOZINHO  MIRANDA,DEPUTADO ESTADUAL,PODE,MASCULINO,SUPERIOR COMPLETO,514300.0,5,OUTROS BENS E DIREITOS
40002534389,JOÃO LUIZ,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,510777.9,3,Embarcação
40002536911,JEAN CARLOS,DEPUTADO ESTADUAL,NOVO,MASCULINO,SUPERIOR COMPLETO,500000.0,1,Prédio comercial
40002554220,JEAN CARLOS,DEPUTADO FEDERAL,NOVO,MASCULINO,SUPERIOR COMPLETO,500000.0,1,Prédio comercial
40002532785,DELEGADA ANA OLIVEIRA,DEPUTADO ESTADUAL,PSD,FEMININO,SUPERIOR COMPLETO,490000.0,2,Apartamento
40002533207,AMOM MANDEL,DEPUTADO FEDERAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,461522.68,18,Ações (inclusive as provenientes de linha telefônica)
40002537351,GILMAR NASCIMENTO,DEPUTADO ESTADUAL,AVANTE,MASCULINO,SUPERIOR COMPLETO,452257.68,2,Apartamento
40002542957,CAPITÃO CARPÊ,DEPUTADO ESTADUAL,PL,MASCULINO,SUPERIOR COMPLETO,451600.0,2,Apartamento
40002531441,SAULLO VIANNA,DEPUTADO FEDERAL,MDB,MASCULINO,SUPERIOR COMPLETO,444971.36,7,Consórcio não contemplado
40002541627,CORONEL ANIBAL,VICE-GOVERNADOR,PL,MASCULINO,SUPERIOR COMPLETO,436929.13,6,Outras aplicações e Investimentos
40002545598,EDJANE DA FETAGRI,DEPUTADO FEDERAL,PT,FEMININO,SUPERIOR COMPLETO,435100.0,4,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002545600,LUIS CARLOS VELHO,DEPUTADO FEDERAL,PT,MASCULINO,SUPERIOR COMPLETO,425000.0,3,Casa
40002532743,PROFESSOR VAL,DEPUTADO ESTADUAL,MDB,MASCULINO,SUPERIOR COMPLETO,416500.0,7,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002541628,CAPITÃO DILSON CASTRO,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,401561.82,4,Apartamento
40002542676,JOANA DARC,DEPUTADO FEDERAL,UNIÃO,FEMININO,SUPERIOR COMPLETO,399428.82999999996,2,Apartamento
40002542680,LUCIANO VIEIRA,DEPUTADO ESTADUAL,PSB,MASCULINO,ENSINO MÉDIO INCOMPLETO,384000.0,9,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002542955,WILLACE SOUZA,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO MÉDIO COMPLETO,380810.02,8,Outros créditos e poupança vinculados
40002537350,PAI AMADO,DEPUTADO ESTADUAL,AVANTE,MASCULINO,ENSINO MÉDIO COMPLETO,380000.0,3,Terreno
40002542675,SAIMON BESSA,DEPUTADO FEDERAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,378419.99,5,Depósito bancário em conta corrente no País
40002545599,DENIS DA SILVA,DEPUTADO FEDERAL,PT,MASCULINO,SUPERIOR COMPLETO,378000.0,2,Casa
40002532778,EMANOEL PINHEIRO,DEPUTADO ESTADUAL,PSD,MASCULINO,ENSINO MÉDIO COMPLETO,373000.74,6,Outras aplicações e Investimentos
40002534391,CEL. AMADEU,DEPUTADO ESTADUAL,REPUBLICANOS,MASCULINO,SUPERIOR COMPLETO,358000.0,4,Terreno
40002541586,SARGENTO AUGUSTO,DEPUTADO FEDERAL,PODE,MASCULINO,SUPERIOR COMPLETO,350000.0,1,Casa
40002536449,DIANA RODRIGUES,DEPUTADO FEDERAL,NOVO,FEMININO,SUPERIOR COMPLETO,350000.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002542958,FRANK PARENTE,DEPUTADO ESTADUAL,PL,MASCULINO,ENSINO MÉDIO COMPLETO,342867.0,7,Casa
40002542678,DR. MIGUEL CARRATTE,DEPUTADO FEDERAL,UNIÃO,MASCULINO,SUPERIOR COMPLETO,340785.66,8,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002542964,FRANK CABEÇA,DEPUTADO ESTADUAL,PL,MASCULINO,SUPERIOR COMPLETO,337807.74,6,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002532782,MAYRA DIAS,DEPUTADO ESTADUAL,PSD,FEMININO,SUPERIOR COMPLETO,336160.29,5,Apartamento
40002551009,MARCOS APURINÃ,DEPUTADO FEDERAL,REDE,MASCULINO,ENSINO MÉDIO COMPLETO,320000.0,2,Outros bens imóveis
40002536079,FRANK CARLOS,DEPUTADO FEDERAL,DC,MASCULINO,SUPERIOR INCOMPLETO,320000.0,1,Apartamento
40002531438,VANDA WITOTO,DEPUTADO FEDERAL,MDB,FEMININO,SUPERIOR COMPLETO,310000.0,3,Casa
40002545609,ERON BEZERRA,DEPUTADO ESTADUAL,PCDOB,MASCULINO,SUPERIOR COMPLETO,309873.35,9,Caderneta de poupança
40002536484,RODRIGO MELO,DEPUTADO ESTADUAL,AGIR,MASCULINO,SUPERIOR COMPLETO,302874.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002532759,JORGE OLIVEIRA,DEPUTADO FEDERAL,PSD,MASCULINO,SUPERIOR COMPLETO,300000.0,2,Casa
40002537349,DANIEL ALMEIDA,DEPUTADO ESTADUAL,AVANTE,MASCULINO,ENSINO MÉDIO COMPLETO,300000.0,1,Casa
40002537622,RADYR OLIVEIRA,DEPUTADO ESTADUAL,AVANTE,MASCULINO,ENSINO MÉDIO COMPLETO,300000.0,3,"Veículo automotor terrestre: caminhão, automóvel, moto, etc."
40002545606,CLÓVIS CURUBÃO,DEPUTADO ESTADUAL,PT,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,300000.0,1,Casa
